,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
84,movie,omo ghetto: the saga,"jjc skillz, funke akindele","funke akindele, ayo makun, chioma chukwuka akpotha, yemi eberechi alade, blossom chukwujekwu, deyemi okanlawon, alexx ekubo, zubby michael, tina mba, femi jacobs",nigeria,10-sep-21,2020,tv-ma,147,"action & adventure, comedies, dramas","twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them."
85,tv show,pokémon master journeys: the series,unknown,"ikue otani, sarah natochenny, zeno robinson, cherami leigh, james carter cathcart, michele knotz, rodger parsons, ray chase, casey mongillo, tara sands",unknown,10-sep-21,2021,tv-y7,360,"anime series, kids' tv","as ash battles his way through the world coronation series, goh continues his quest to catch every pokémon. together, they're on a journey to adventure!"
86,movie,prey,thomas sieben,"david kross, hanno koffler, maria ehrich, robert finster, yung ngo, klaus steinbacher, livia matthes, nellie thalbach",unknown,10-sep-21,2021,tv-ma,87,"international movies, thrillers",a hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.
87,tv show,titipo titipo,unknown,"jeon hae-ri, kim eun-ah, hong bum-ki, nam do-hyeong, um sang-hyun",unknown,10-sep-21,2019,tv-y,180,"kids' tv, korean tv shows",titipo the train is out to prove that he's got what it takes to help the folks of train village ride the rails safely and reliably.
88,movie,blood brothers: malcolm x & muhammad ali,marcus clarke,"malcolm x, muhammad ali",unknown,09-sep-21,2021,pg-13,96,"documentaries, sports movies","from a chance meeting to a tragic fallout, malcolm x and muhammad ali's extraordinary bond cracks under the weight of distrust and shifting ideals."
89,tv show,mighty raju,unknown,"julie tejwani, sabina malik, jigna bhardwaj, rupa bhimani, lalit agarwal, rajesh shukla, rajesh kava",unknown,09-sep-21,2017,tv-y7,720,kids' tv,"born with superhuman abilities, young raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!"
90,movie,paradise hills,alice waddington,"emma roberts, danielle macdonald, awkwafina, eiza gonzález, milla jovovich, jeremy irvine, arnaud valois, daniel horvath","spain, united states",09-sep-21,2019,tv-ma,95,"sci-fi & fantasy, thrillers","uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. that’s bad enough, but its real purpose is even worse."
91,movie,the women and the murderer,"mona achache, patricia tourancheau",unknown,france,09-sep-21,2021,tv-14,92,"documentaries, international movies",this documentary traces the capture of serial killer guy georges through the tireless work of two women: a police chief and a victim's mother.
92,tv show,into the night,unknown,"pauline etienne, laurent capelluto, stefano cassetti, mehmet kurtuluş, babetida sadjo, jan bijvoet, ksawery szlenkier, vincent londez, regina bikkinina, alba gaïa kraghede bellugi, nabil mallat",belgium,08-sep-21,2021,tv-ma,180,"international tv shows, tv dramas, tv mysteries",passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.
93,movie,jj+e,alexis almström,"elsa öhrn, mustapha aarab, jonay pineda skallak, magnus krepper, loreen, albin grenholm, simon mezher, elsa bergström terent, josef kadim, yohannes frezgi",unknown,08-sep-21,2021,tv-ma,91,"dramas, international movies, romantic movies","elisabeth and john-john live in the same city, but they inhabit different worlds. can a passionate first love break through class and cultural barriers?"
94,movie,show dogs,raja gosnell,"will arnett, ludacris, natasha lyonne, stanley tucci, jordin sparks, gabriel iglesias, shaquille o'neal, omar chaparro, alan cumming, andy beckwith, delia sheppard, kerry shale","united kingdom, united states",08-sep-21,2018,pg,90,"children & family movies, comedies",a rough and tough police dog must go undercover with an fbi agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.
95,tv show,the circle,unknown,michelle buteau,"united states, united kingdom",08-sep-21,2021,tv-ma,540,reality tv,"status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000."
96,movie,if i leave here tomorrow: a film about lynyrd skynyrd,stephen kijak,"ronnie van zandt, gary rossington, allen collins, leon wilkeson, bob burns, billy powell, ed king, artimus pyle, steve gaines, johnny van zant",united states,07-sep-21,2018,tv-ma,97,"documentaries, music & musicals","using interviews and archival footage, this documentary charts the story of the legendary southern rockers with a focus on front man ronnie van zant."
97,tv show,kid cosmic,unknown,"jack fisher, tom kenny, amanda c. miller, kim yarbrough, keith ferguson, grey griffin, lily rose silver",united states,07-sep-21,2021,tv-y7,180,"kids' tv, tv comedies, tv sci-fi & fantasy",a boy's superhero dreams come true when he finds five powerful cosmic stones. but saving the day is harder than he imagined — and he can't do it alone.
98,tv show,octonauts: above & beyond,unknown,"antonio aakeel, chipo chung, simon foster, teresa gallagher, simon greenall, kate harbour, paul panting, rob rackstraw, william vanderpuye, helen walsh, keith wickham, andres williams, jo wyatt",united kingdom,07-sep-21,2021,tv-y,360,"british tv shows, kids' tv","the octonauts expand their exploration beyond the sea — and onto land! with new rides and new friends, they'll protect any habitats and animals at risk."
99,tv show,on the verge,unknown,"julie delpy, elisabeth shue, sarah jones, alexia landeau, mathieu demy, troy garity, timm sharp, giovanni ribisi","france, united states",07-sep-21,2021,tv-ma,360,"tv comedies, tv dramas","four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic la."
100,tv show,tobot galaxy detectives,unknown,"austin abell, travis turner, cole howard, anna cummer, jesse inocalla, brian dobson, michael adamthwaite, joseph girgis, caitlyn bairstow",unknown,07-sep-21,2019,tv-y7,180,kids' tv,"an intergalactic device transforms toy cars into robots: the tobots! working with friends to solve mysteries, they protect the world from evil."
101,movie,untold: breaking point,"chapman way, maclain way",unknown,united states,07-sep-21,2021,tv-ma,80,"documentaries, sports movies","under pressure to continue a winning tradition in american tennis, mardy fish faced mental health challenges that changed his life on and off the court."
102,tv show,countdown: inspiration4 mission to space,jason hehir,unknown,unknown,06-sep-21,2021,tv-14,360,"docuseries, science & nature tv","from training to launch to landing, this all-access docuseries rides along with the inspiration4 crew on the first all-civilian orbital space mission."
103,movie,shadow parties,yemi amodu,"jide kosoko, omotola jalade-ekeinde, yemi blaq, sola sobowale, ken erics, toyin aimakhu, segun arinze, jibola dabo, rotimi salami, pa jimi solanke, rachael okonkwo, bassey okon, lucien morgan, magdalena korpas",unknown,06-sep-21,2020,tv-ma,117,"dramas, international movies, thrillers",a family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.
104,tv show,tayo the little bus,unknown,"robyn slade, kami desilets",south korea,06-sep-21,2016,tv-y,180,"kids' tv, korean tv shows","as they learn their routes around the busy city, tayo and his little bus friends discover new sights and go on exciting adventures every day."
105,movie,angamaly diaries,lijo jose pellissery,"antony varghese, reshma rajan, binny rinky benjamin, vineeth vishwam, kichu tellus, sreekanth dasan, sarath kumar, tito wilson, anandhu, bitto davis, sinoj varghese",india,05-sep-21,2017,tv-14,128,"action & adventure, comedies, dramas","after growing up amidst the gang wars of his hometown, vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law."
106,tv show,bunk'd,unknown,"peyton list, karan brar, skai jackson, miranda may, kevin g. quinn, nathan arenas, nina lu",united states,05-sep-21,2021,tv-g,900,"kids' tv, tv comedies","the ross siblings of disney's hit series ""jessie"" spend a summer full of fun and adventure at maine's camp kikiwaka, where their parents first met."
107,movie,a champion heart,david de vos,"mandy grace, david de vos, donna rusch, devan key, isabella mancuso, ariana guido",united states,04-sep-21,2018,g,90,"children & family movies, dramas","when a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected."
108,tv show,dive club,unknown,"aubri ibrag, sana'a shaik, miah madden, mercy cornwall, georgia-may davis, ryan harrison, josh heuston, alexander grant",australia,03-sep-21,2021,tv-g,360,"kids' tv, tv dramas, teen tv shows","on the shores of cape mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing."
109,tv show,la casa de papel,unknown,"úrsula corberó, itziar ituño, álvaro morte, paco tous, enrique arce, pedro alonso, maría pedraza, alba flores, miguel herrán, jaime lorente, esther acebo, darko peric, kiti mánver",spain,03-sep-21,2021,tv-ma,900,"crime tv shows, international tv shows, spanish-language tv shows",eight thieves take hostages and lock themselves in the royal mint of spain as a criminal mastermind manipulates the police to carry out his plan.
110,tv show,money heist: from tokyo to berlin,"luis alfaro, javier gómez santander",unknown,unknown,03-sep-21,2021,tv-ma,360,"docuseries, international tv shows, spanish-language tv shows","the filmmakers and actors behind ""money heist"" characters like tokyo and the professor talk about the emotional artistic process of filming the series."
111,tv show,sharkdog,unknown,"liam mitchell, dee bradley baker, grey griffin, josh mcdermitt, kari wahlgren, judy alice lee, ali mawji","united states, singapore",03-sep-21,2021,tv-y,360,kids' tv,"half shark, half dog with a big heart and a belly full of fish sticks! together, sharkdog and his human pal max can take on any silly or messy adventure."
112,movie,worth,sara colangelo,"michael keaton, stanley tucci, amy ryan, shunori ramanathan, ato blankson-wood, tate donovan, laura benanti, chris tardio",unknown,03-sep-21,2021,pg-13,119,dramas,"in the wake of the sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. based on real events."
113,movie,afterlife of the party,stephen herek,"victoria justice, midori francis, robyn scott, adam garcia, timothy renouf, gloria garcia, myfanwy waring, spencer sutherland",unknown,02-sep-21,2021,tv-pg,110,"comedies, romantic movies",cassie lives to party... until she dies in a freak accident. now this social butterfly needs to right her wrongs on earth if she wants to earn her wings.
114,movie,anjaam,rahul rawail,"madhuri dixit, shah rukh khan, tinnu anand, johny lever, kalpana iyer, himani shivpuri, sudha chandran, beena, kiran kumar",india,02-sep-21,1994,tv-14,143,"dramas, international movies, thrillers","a wealthy industrialist’s dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge."
115,movie,bright star,jane campion,"abbie cornish, ben whishaw, paul schneider, kerry fox, edie martin, thomas brodie-sangster, claudie blakley, gerard monaco, antonia campbell-hughes, samuel roukin","united kingdom, australia, france",02-sep-21,2009,pg,119,"dramas, romantic movies",this drama details the passionate three-year romance between romantic poet john keats – who died tragically at age 25 – and his great love and muse.
